frame_id,child_frame_id,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,rotation_w
aruco_marker,slot_1,0.0,-0.09513,-0.03009,-0.2568574083418005,-0.25685740834180043,-0.6588051849977608,0.6588051849977606
